slug,sku,name,price,compare_at_price,currency,status,description,meta_title,meta_description,meta_keywords,tags,tax_category,shipping_category,category1,option1_name,option1_value,option2_name,option2_value,image1_src,width,height,depth,dimensions_unit,weight,weight_unit,available_on,discontinue_on,inventory_count,inventory_backorderable,track_inventory,metafield.custom.wattage,metafield.custom.voltage,metafield.custom.warranty,metafield.custom.capacity,metafield.custom.runtime,metafield.custom.room_coverage,metafield.custom.noise_level,metafield.custom.connectivity
smart-humidifier-4l,SMART-HUMIDIFIER-4L-WHITE,,129.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/smart-humidifier-4l-white.webp,8.7,13,8.7,in,4,lb,,,5000,TRUE,TRUE,,,,,,,,
smart-humidifier-4l,SMART-HUMIDIFIER-4L-GREY,,129.99,0,USD,,,,,,,,,,Color,Grey,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/smart-humidifier-4l-grey.webp,8.7,13,8.7,in,4,lb,,,5000,TRUE,TRUE,,,,,,,,
tower-fan,TOWER-FAN,Tower Fan 100cm,0,0,USD,active,"Slim oscillating tower fan with 3 speed settings, natural breeze mode, 8-hour timer, and remote control. Space-saving design for bedrooms and offices.",Tower Fan 100cm | Spree Commerce Demo,"Discover the Tower Fan 100cm on the Spree Commerce demo store. Oscillating with 3 speeds, natural breeze mode, 8-hour timer & remote control.","tower fan, oscillating tower fan, slim fan, bedroom fan, spree commerce demo, ecommerce platform example","fan, tower fan, air & climate, bedroom, oscillating, remote control",Default,Default,Air & Climate -> Fans,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/tower-fan.webp,,,,in,,lb,,,,,,45W,220-240V,2 Years,,,,,
tower-fan,TOWER-FAN-WHITE,,89.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/tower-fan-white.webp,12.2,40.2,12.2,in,7.7,lb,,,5000,TRUE,TRUE,,,,,,,,
tower-fan,TOWER-FAN-BLACK,,89.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/tower-fan-black.webp,12.2,40.2,12.2,in,7.7,lb,,,5000,TRUE,TRUE,,,,,,,,
pedestal-fan,PEDESTAL-FAN,Pedestal Fan 40cm,0,0,USD,active,"Adjustable-height pedestal fan with wide 40cm blade diameter, 3 speeds, oscillation, and tilt adjustment. Quiet operation for home or office.",Pedestal Fan 40cm | Spree Commerce Demo,"Shop the Pedestal Fan 40cm on the Spree Commerce demo store. Adjustable height, 40cm blades, 3 speeds & oscillation. Quiet operation for home or office use.","pedestal fan, standing fan, floor fan, 40cm fan, spree commerce demo, open source ecommerce","fan, pedestal fan, air & climate, standing fan, office, home",Default,Default,Air & Climate -> Fans,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/pedestal-fan.webp,,,,in,,lb,,,,,,50W,220-240V,2 Years,,,,,
pedestal-fan,PEDESTAL-FAN-WHITE,,59.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/pedestal-fan-white.webp,18,48,18,in,8.8,lb,,,5000,TRUE,TRUE,,,,,,,,
pedestal-fan,PEDESTAL-FAN-BLACK,,59.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/pedestal-fan-black.webp,18,48,18,in,8.8,lb,,,5000,TRUE,TRUE,,,,,,,,
steam-generator-iron,STEAM-GENERATOR-IRON,Steam Generator Iron,0,0,USD,active,"High-pressure steam generator with ceramic soleplate, 180g/min steam boost, 1.8L tank, and anti-calc system. Powers through creases on all fabrics.",Steam Generator Iron | Spree Commerce Demo,"Browse the Steam Generator Iron on the Spree Commerce demo store. 180g/min steam boost, 1.8L tank & ceramic soleplate. Powers through creases on all fabrics.","steam generator iron, professional steam iron, high pressure iron, spree commerce, spree demo store, ecommerce example","steam iron, garment care, steam generator, ceramic, ironing",Default,Default,Garment Care -> Steam Generators,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/steam-generator-iron.webp,,,,in,,lb,,,,,,2400W,220-240V,2 Years,1.8L,,,,
steam-generator-iron,STEAM-GENERATOR-IRON-BLUE-AND-WHITE,,249.99,0,USD,,,,,,,,,,Color,Blue and White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/steam-generator-iron-blue-and-white.webp,11.8,11,8.7,in,8.8,lb,,,5000,TRUE,TRUE,,,,,,,,
steam-generator-iron,STEAM-GENERATOR-IRON-PURPLE-AND-WHITE,,249.99,0,USD,,,,,,,,,,Color,Purple and White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/steam-generator-iron-purple-and-white.webp,11.8,11,8.7,in,8.8,lb,,,5000,TRUE,TRUE,,,,,,,,
handheld-garment-steamer,HANDHELD-GARMENT-STEAMER,Handheld Garment Steamer,0,0,USD,active,"Portable handheld steamer with 200ml tank, 25-second heat-up, and continuous steam for quick touch-ups on hanging garments.",Handheld Garment Steamer | Spree Commerce Demo,"Shop the Handheld Garment Steamer on the Spree Commerce demo store. 200ml tank, 25-second heat-up & continuous steam for quick touch-ups on hanging garments.","handheld garment steamer, portable steamer, clothes steamer, travel steamer, spree commerce demo, ecommerce platform","garment steamer, handheld, garment care, portable, travel",Default,Default,Garment Care -> Handheld Steamers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/handheld-garment-steamer.webp,,,,in,,lb,,,,,,1200W,220-240V,2 Years,200ml,,,,
handheld-garment-steamer,HANDHELD-GARMENT-STEAMER-WHITE,,49.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/handheld-garment-steamer-white.webp,3.9,11,3.1,in,1.2,lb,,,5000,TRUE,TRUE,,,,,,,,
handheld-garment-steamer,HANDHELD-GARMENT-STEAMER-BLACK,,49.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/handheld-garment-steamer-black.webp,3.9,11,3.1,in,1.2,lb,,,5000,TRUE,TRUE,,,,,,,,
professional-garment-steamer,PROFESSIONAL-GARMENT-STEAMER,Professional Garment Steamer,0,0,USD,active,"Standing garment steamer with 1.5L tank, telescopic pole, garment hanger, and 45 minutes of continuous steam. Heated plate for pressing creases.",Professional Garment Steamer | Spree Commerce Demo,"Browse the Professional Garment Steamer on the Spree Commerce demo store. 1.5L tank, telescopic pole & 45 minutes of continuous steam. Heated plate for creases.","professional garment steamer, standing garment steamer, clothes steamer, upright steamer, spree commerce demo, open source ecommerce","garment steamer, professional, garment care, standing, upright",Default,Default,Garment Care -> Handheld Steamers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/professional-garment-steamer.webp,,,,in,,lb,,,,,,1800W,220-240V,2 Years,1.5L,,,,
professional-garment-steamer,PROFESSIONAL-GARMENT-STEAMER-WHITE-AND-GREY,,100,129.99,USD,,,,,,,,,,Color,White and Grey,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/professional-garment-steamer-white-and-grey.webp,11.8,61,11.8,in,7.7,lb,,,5000,TRUE,TRUE,,,,,,,,
professional-garment-steamer,PROFESSIONAL-GARMENT-STEAMER-BLACK,,100,129.99,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/professional-garment-steamer-black.webp,11.8,61,11.8,in,7.7,lb,,,5000,TRUE,TRUE,,,,,,,,
steam-iron,STEAM-IRON,Steam Iron 2400W,0,0,USD,active,"Powerful steam iron with ceramic soleplate, 45g/min continuous steam, 150g steam boost, anti-drip, and self-clean function.",Steam Iron 2400W | Spree Commerce Demo,"Explore the Steam Iron 2400W on the Spree Commerce demo store. Ceramic soleplate, 150g steam boost, anti-drip & self-clean function. Powers through all fabrics.","steam iron, 2400W iron, ceramic soleplate iron, spree commerce, spree demo store, ecommerce platform example","steam iron, garment care, ceramic, 2400W, ironing",Default,Default,Garment Care -> Irons,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/steam-iron.webp,,,,in,,lb,,,,,,2400W,220-240V,2 Years,,,,,
steam-iron,STEAM-IRON-BLUE-AND-WHITE,,59.99,0,USD,,,,,,,,,,Color,Blue and White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/steam-iron-blue-and-white.webp,11,5.9,4.7,in,2.6,lb,,,5000,TRUE,TRUE,,,,,,,,
steam-iron,STEAM-IRON-GREY-AND-WHITE,,59.99,0,USD,,,,,,,,,,Color,Grey and White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/steam-iron-grey-and-white.webp,11,5.9,4.7,in,2.6,lb,,,5000,TRUE,TRUE,,,,,,,,
cordless-stick-vacuum-18v,CORDLESS-STICK-VACUUM-18V,Cordless Stick Vacuum 18V,0,0,USD,active,"Lightweight cordless stick vacuum with 35-minute runtime, motorized brush head, LED headlights, and 2-in-1 design that converts to a handheld.",Cordless Stick Vacuum 18V | Spree Commerce Demo,"Shop the Cordless Stick Vacuum 18V on the Spree Commerce demo store. 35-min runtime, motorized brush, LED headlights & 2-in-1 handheld conversion.","cordless stick vacuum, 18v vacuum, lightweight vacuum, 2-in-1 vacuum, spree commerce demo, ecommerce example","vacuum, cordless, floor care, 2-in-1, lightweight",Default,Default,Floor Care -> Cordless Vacuums,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/cordless-stick-vacuum-18v.webp,,,,in,,lb,,,,,,350W,18V Lithium,2 Years,,35 minutes,,,
cordless-stick-vacuum-18v,CORDLESS-STICK-VACUUM-18V-GREY,,249.99,0,USD,,,,,,,,,,Color,Grey,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/cordless-stick-vacuum-18v-grey.webp,9.8,46.1,7.1,in,5.5,lb,,,5000,TRUE,TRUE,,,,,,,,
cordless-stick-vacuum-18v,CORDLESS-STICK-VACUUM-18V-WHITE,,249.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/cordless-stick-vacuum-18v-white.webp,9.8,46.1,7.1,in,5.5,lb,,,5000,TRUE,TRUE,,,,,,,,
cordless-stick-vacuum-25v,CORDLESS-STICK-VACUUM-25V,Cordless Stick Vacuum 25V,0,0,USD,active,"High-performance cordless vacuum with 60-minute runtime, cyclonic filtration, motorized multi-surface head, and wet-mop attachment. 3-in-1 versatility.",Cordless Stick Vacuum 25V | Spree Commerce Demo,"Browse the Cordless Stick Vacuum 25V on the Spree Commerce demo store. 60-min runtime, cyclonic filtration & wet-mop attachment. 3-in-1 versatility.","cordless stick vacuum, 25v vacuum, high-performance cordless vacuum, 3-in-1 vacuum, spree commerce demo, ecommerce platform","vacuum, cordless, floor care, 3-in-1, high performance, wet and dry",Default,Default,Floor Care -> Cordless Vacuums,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/cordless-stick-vacuum-25v.webp,,,,in,,lb,,,,,,500W,25.2V Lithium,2 Years,,60 minutes,,,
cordless-stick-vacuum-25v,CORDLESS-STICK-VACUUM-25V-GRAPHITE,,449.99,0,USD,,,,,,,,,,Color,Graphite,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/cordless-stick-vacuum-25v-graphite.webp,9.8,47.2,7.1,in,6.6,lb,,,5000,TRUE,TRUE,,,,,,,,
cordless-stick-vacuum-25v,CORDLESS-STICK-VACUUM-25V-WHITE,,449.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/cordless-stick-vacuum-25v-white.webp,9.8,47.2,7.1,in,6.6,lb,,,5000,TRUE,TRUE,,,,,,,,
cordless-stick-vacuum-25v,CORDLESS-STICK-VACUUM-25V-BLUE,,449.99,0,USD,,,,,,,,,,Color,Blue,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/cordless-stick-vacuum-25v-blue.webp,9.8,47.2,7.1,in,6.6,lb,,,5000,TRUE,TRUE,,,,,,,,
bagless-upright-vacuum,BAGLESS-UPRIGHT-VACUUM,Bagless Upright Vacuum,0,0,USD,active,"Powerful bagless upright vacuum with cyclonic technology, HEPA filtration, 1.5L dust container, and 8m power cord. Multi-floor nozzle included.",Bagless Upright Vacuum | Spree Commerce Demo,"Discover the Bagless Upright Vacuum on the Spree Commerce demo store. Cyclonic tech, HEPA filtration & 8m cord. 1.5L dust container. Multi-floor nozzle included.","bagless upright vacuum, cyclonic vacuum, HEPA vacuum cleaner, upright vacuum cleaner, spree commerce demo, open source ecommerce","vacuum, upright, floor care, bagless, HEPA, cyclonic",Default,Default,Floor Care -> Upright Vacuums,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/bagless-upright-vacuum.webp,,,,in,,lb,,,,,,900W,220-240V,2 Years,,,,,
bagless-upright-vacuum,BAGLESS-UPRIGHT-VACUUM-BLACK-AND-BLUE,,150,199.99,USD,,,,,,,,,,Color,Black and Blue,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/bagless-upright-vacuum-black-and-blue.webp,10.6,42.5,12.6,in,13.2,lb,,,5000,TRUE,TRUE,,,,,,,,
bagless-upright-vacuum,BAGLESS-UPRIGHT-VACUUM-BLACK-AND-RED,,150,199.99,USD,,,,,,,,,,Color,Black and Red,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/bagless-upright-vacuum-black-and-red.webp,10.6,42.5,12.6,in,13.2,lb,,,5000,TRUE,TRUE,,,,,,,,
robot-vacuum,ROBOT-VACUUM,Robot Vacuum,0,0,USD,active,"Smart robot vacuum with gyroscope navigation, 2500Pa suction, 120-minute runtime, slim 7cm profile, and app scheduling. Auto-returns to charging dock.",Robot Vacuum | Spree Commerce Demo,"Shop the Robot Vacuum on the Spree Commerce demo store. 2500Pa suction, 120-min runtime, slim 7cm profile & app scheduling. Auto-returns to charging dock.","robot vacuum, robot vacuum cleaner, smart vacuum, automatic vacuum, spree commerce demo, ecommerce platform example","vacuum, robot, floor care, smart home, automatic, app control",Default,Default,Floor Care -> Robot Vacuums,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/robot-vacuum.webp,,,,in,,lb,,,,,,40W,14.4V Lithium,2 Years,,120 minutes,,,App
robot-vacuum,ROBOT-VACUUM-BLACK,,349.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/robot-vacuum-black.webp,13.8,2.8,13.8,in,7.1,lb,,,5000,TRUE,TRUE,,,,,,,,
robot-vacuum,ROBOT-VACUUM-WHITE,,349.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/robot-vacuum-white.webp,13.8,2.8,13.8,in,7.1,lb,,,5000,TRUE,TRUE,,,,,,,,
robot-vacuum-pro,ROBOT-VACUUM,Robot Vacuum Pro,0,0,USD,active,"Advanced robot vacuum with LiDAR navigation, 5000Pa suction, auto-empty station, mopping function, and multi-floor mapping via app.",Robot Vacuum Pro | Spree Commerce Demo,"Browse the Robot Vacuum Pro on the Spree Commerce demo store. LiDAR navigation, 5000Pa suction, auto-empty & mopping function. Multi-floor app mapping.","robot vacuum pro, LiDAR robot vacuum, auto-empty robot vacuum, smart vacuum cleaner, spree commerce demo, ecommerce example","vacuum, robot, floor care, premium, LiDAR, auto-empty, smart home",Default,Default,Floor Care -> Robot Vacuums,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/robot-vacuum-pro.webp,,,,in,,lb,,,,,,65W,14.4V Lithium,3 Years,,,,,WiFi + App
robot-vacuum-pro,ROBOT-VACUUM-PRO-BLACK,,599.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/robot-vacuum-pro-black.webp,13.8,3.9,13.8,in,8.8,lb,,,5000,TRUE,TRUE,,,,,,,,
robot-vacuum-pro,ROBOT-VACUUM-PRO-WHITE,,599.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/robot-vacuum-pro-white.webp,13.8,3.9,13.8,in,8.8,lb,,,5000,TRUE,TRUE,,,,,,,,
ionic-hair-dryer,IONIC-HAIR-DRYER,Ionic Hair Dryer 2000W,0,0,USD,active,"Professional ionic hair dryer with 2000W motor, 3 heat settings, 2 speed settings, cool shot button, and concentrator nozzle. Reduces frizz and drying time.",Ionic Hair Dryer 2000W | Spree Commerce Demo,"Shop the Ionic Hair Dryer 2000W on the Spree Commerce demo store. 3 heat settings, cool shot button & concentrator nozzle. Ionic tech reduces frizz & drying time.","ionic hair dryer, 2000W hair dryer, professional hair dryer, frizz-free hair dryer, spree commerce demo, ecommerce platform","hair dryer, ionic, personal care, 2000W, professional",Default,Default,Personal Care -> Hair Dryers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/ionic-hair-dryer.webp,,,,in,,lb,,,,,,2000W,220-240V,2 Years,,,,,
ionic-hair-dryer,IONIC-HAIR-DRYER-WHITE,,69.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/ionic-hair-dryer-white.webp,8.7,9.8,3.1,in,1.4,lb,,,5000,TRUE,TRUE,,,,,,,,
ionic-hair-dryer,IONIC-HAIR-DRYER-BLACK,,69.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/ionic-hair-dryer-black.webp,8.7,9.8,3.1,in,1.4,lb,,,5000,TRUE,TRUE,,,,,,,,
ionic-hair-dryer,IONIC-HAIR-DRYER-ROSE-GOLD,,69.99,0,USD,,,,,,,,,,Color,Rose Gold,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/ionic-hair-dryer-rose-gold.webp,8.7,9.8,3.1,in,1.4,lb,,,5000,TRUE,TRUE,,,,,,,,
travel-hair-dryer,TRAVEL-HAIR-DRYER,Compact Travel Hair Dryer,0,0,USD,active,"Foldable travel hair dryer with dual voltage (110/220V), 1600W, 2 heat settings, and compact carry pouch. Lightweight at 450g.",Compact Travel Hair Dryer | Spree Commerce Demo,"Browse the Compact Travel Hair Dryer on the Spree Commerce demo store. Dual voltage 110/220V, foldable design & carry pouch. Lightweight at 450g for travel.","travel hair dryer, compact hair dryer, dual voltage hair dryer, foldable hair dryer, spree commerce demo, open source ecommerce","hair dryer, travel, personal care, dual voltage, compact, foldable",Default,Default,Personal Care -> Hair Dryers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/travel-hair-dryer.webp,,,,in,,lb,,,,,,1600W,110-240V,2 Years,,,,,
travel-hair-dryer,TRAVEL-HAIR-DRYER-BLACK,,34.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/travel-hair-dryer-black.webp,6.3,7.9,2.8,in,1,lb,,,5000,TRUE,TRUE,,,,,,,,
travel-hair-dryer,TRAVEL-HAIR-DRYER-PINK,,34.99,0,USD,,,,,,,,,,Color,Pink,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/travel-hair-dryer-pink.webp,6.3,7.9,2.8,in,1,lb,,,5000,TRUE,TRUE,,,,,,,,
ceramic-hair-straightener,CERAMIC-HAIR-STRAIGHTENER,Ceramic Hair Straightener,0,0,USD,active,"Professional ceramic straightener with floating plates, adjustable temperature (150-230C), ionic conditioning, 30-second heat-up, and auto shut-off.",Ceramic Hair Straightener | Spree Commerce Demo,"Discover the Ceramic Hair Straightener on the Spree Commerce demo store. Floating plates, 150–230°C, ionic conditioning & 30-second heat-up. Auto shut-off.","ceramic hair straightener, hair straightener, flat iron, ionic straightener, spree commerce demo, ecommerce platform example","hair straightener, ceramic, personal care, ionic, professional",Default,Default,Personal Care -> Hair Straighteners,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/ceramic-hair-straightener.webp,,,,in,,lb,,,,,,45W,220-240V,2 Years,,,,,
ceramic-hair-straightener,CERAMIC-HAIR-STRAIGHTENER-BLACK,,79.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/ceramic-hair-straightener-black.webp,12.6,3.5,2.4,in,1.1,lb,,,5000,TRUE,TRUE,,,,,,,,
ceramic-hair-straightener,CERAMIC-HAIR-STRAIGHTENER-WHITE,,79.99,0,USD,,,,,,,,,,Color,White,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/ceramic-hair-straightener-white.webp,12.6,3.5,2.4,in,1.1,lb,,,5000,TRUE,TRUE,,,,,,,,
ceramic-hair-straightener,CERAMIC-HAIR-STRAIGHTENER-ROSE-GOLD,,79.99,0,USD,,,,,,,,,,Color,Rose Gold,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/ceramic-hair-straightener-rose-gold.webp,12.6,3.5,2.4,in,1.1,lb,,,5000,TRUE,TRUE,,,,,,,,
beard-trimmer-3000,BEARD-TRIMMER-3000,Beard Trimmer 3000,0,0,USD,active,"Precision beard trimmer with 20 length settings (0.5-10mm), titanium blades, 60-minute cordless runtime, and washable head.",Beard Trimmer 3000 | Spree Commerce Demo,"Shop the Beard Trimmer 3000 on the Spree Commerce demo store. 20 length settings (0.5–10mm), titanium blades & 60-min cordless runtime. Washable head.","beard trimmer, beard trimmer 3000, precision trimmer, cordless beard trimmer, spree commerce demo, ecommerce example","beard trimmer, personal care, trimmers, cordless, titanium",Default,Default,Personal Care -> Trimmers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/beard-trimmer-3000.webp,,,,in,,lb,,,,,,5W,5V USB-C,2 Years,,60 minutes,,,
beard-trimmer-3000,BEARD-TRIMMER-3000-BLACK,,49.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/beard-trimmer-3000-black.webp,2,7.1,1.6,in,0.4,lb,,,5000,TRUE,TRUE,,,,,,,,
beard-trimmer-3000,BEARD-TRIMMER-3000-DARK-GREY,,49.99,0,USD,,,,,,,,,,Color,Dark Grey,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/beard-trimmer-3000-dark-grey.webp,2,7.1,1.6,in,0.4,lb,,,5000,TRUE,TRUE,,,,,,,,
beard-trimmer-7000,BEARD-TRIMMER-7000,Beard Trimmer 7000,0,0,USD,active,"Premium beard trimmer with 40 precision length settings, titanium-coated blades, LED display, 90-minute runtime, travel lock, and 6 attachment heads.",Beard Trimmer 7000 | Spree Commerce Demo,"Browse the Beard Trimmer 7000 on the Spree Commerce demo store. 40 precision settings, LED display & 90-min runtime. 6 attachment heads. Titanium-coated blades.","beard trimmer 7000, premium beard trimmer, precision beard trimmer, LED trimmer, spree commerce demo, ecommerce platform","beard trimmer, personal care, trimmers, premium, LED, 6-in-1",Default,Default,Personal Care -> Trimmers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/beard-trimmer-7000.webp,,,,in,,lb,,,,,,5W,5V USB-C,3 Years,,90 minutes,,,
beard-trimmer-7000,BEARD-TRIMMER-7000-GUNMETAL,,119.99,0,USD,,,,,,,,,,Color,Gunmetal,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/beard-trimmer-7000-gunmetal.webp,2,7.9,1.6,in,0.6,lb,,,5000,TRUE,TRUE,,,,,,,,
beard-trimmer-7000,BEARD-TRIMMER-7000-BLACK,,119.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/beard-trimmer-7000-black.webp,2,7.9,1.6,in,0.6,lb,,,5000,TRUE,TRUE,,,,,,,,
beard-trimmer-7000,BEARD-TRIMMER-7000-SILVER,,119.99,0,USD,,,,,,,,,,Color,Silver,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/beard-trimmer-7000-silver.webp,2,7.9,1.6,in,0.6,lb,,,5000,TRUE,TRUE,,,,,,,,
multigroom-kit,MULTIGROOM-KIT,Multigroom Kit 10-in-1,0,0,USD,active,"All-in-one grooming kit with 10 attachments for beard, hair, nose, ear, and body. Stainless steel blades, 90-minute runtime, and storage pouch.",Multigroom Kit 10-in-1 | Spree Commerce Demo,"Explore the Multigroom Kit 10-in-1 on the Spree Commerce demo store. 10 attachments for beard, hair, nose, ear & body. 90-min runtime. Storage pouch included.","multigroom kit, 10-in-1 grooming kit, all-in-one trimmer, grooming set, spree commerce demo, open source ecommerce","grooming kit, personal care, trimmers, 10-in-1, stainless steel, full body",Default,Default,Personal Care -> Trimmers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/multigroom-kit.webp,,,,in,,lb,,,,,,5W,5V USB-C,2 Years,,90 minutes,,,
multigroom-kit,MULTIGROOM-KIT-BLACK,,79.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/multigroom-kit-black.webp,3.5,8.3,2.4,in,0.8,lb,,,5000,TRUE,TRUE,,,,,,,,
multigroom-kit,MULTIGROOM-KIT-GREY,,79.99,0,USD,,,,,,,,,,Color,Grey,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/multigroom-kit-grey.webp,3.5,8.3,2.4,in,0.8,lb,,,5000,TRUE,TRUE,,,,,,,,
rotary-shaver-5000,ROTARY-SHAVER-5000,Rotary Shaver 5000,0,0,USD,active,"Wet and dry rotary shaver with 3 flex heads, 60-minute cordless runtime, pop-up trimmer, and travel case. Adapts to facial contours for a close, comfortable shave.",Rotary Shaver 5000 | Spree Commerce Demo,"Shop the Rotary Shaver 5000 on the Spree Commerce demo store. Wet & dry, 3 flex heads, 60-min runtime, pop-up trimmer & travel case. Comfortable close shave.","rotary shaver, rotary shaver 5000, wet dry shaver, electric shaver, spree commerce demo, ecommerce platform example","electric shaver, rotary, personal care, wet and dry, travel case",Default,Default,Personal Care -> Electric Shavers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/rotary-shaver-5000.webp,,,,in,,lb,,,,,,5W,5V USB-C,2 Years,,60 minutes,,,
rotary-shaver-5000,ROTARY-SHAVER-5000-BLACK,,129.99,0,USD,,,,,,,,,,Color,Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/rotary-shaver-5000-black.webp,2.8,5.5,2.4,in,0.7,lb,,,5000,TRUE,TRUE,,,,,,,,
rotary-shaver-5000,ROTARY-SHAVER-5000-DARK-BLUE,,129.99,0,USD,,,,,,,,,,Color,Dark Blue,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/rotary-shaver-5000-dark-blue.webp,2.8,5.5,2.4,in,0.7,lb,,,5000,TRUE,TRUE,,,,,,,,
rotary-shaver-9000,ROTARY-SHAVER-9000,Rotary Shaver 9000,0,0,USD,active,"Premium rotary shaver with nano-precision blades, skin comfort sensor, 90-minute runtime, wireless charging pad, and cleaning station. Ultra-close shave with zero irritation.",Rotary Shaver 9000 | Spree Commerce Demo,"Browse the Rotary Shaver 9000 on the Spree Commerce demo store. Nano-precision blades, 90-min runtime, wireless charging & cleaning station included.","rotary shaver 9000, premium electric shaver, wireless charging shaver, nano-precision shaver, spree commerce demo, ecommerce example","electric shaver, rotary, personal care, premium, wireless charging",Default,Default,Personal Care -> Electric Shavers,,,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/rotary-shaver-9000.webp,,,,in,,lb,,,,,,5W,5V USB-C,3 Years,,90 minutes,,,
